title,postedAt,description,url,fixedPriceBudget,contractType,tags,hourlyRate
"Senior Lead Generation, Web Research and List Building Specialist",5 days ago,"Hi Miguel,

Jacob Salem at EZMetrics mentioned I should contact you. I am looking for a list of Owners, CEOs, Presidents, HR Directors, and General Managers for Call Centers in the U.S. I do not need staffing agencies or companies that provide call center solutions. I need actual call centers and the titles just mentioned. What would you charge for a list of email address and LinkedIn profiles?

Thanks,
Andy Craig",/jobs/Senior-Lead-Generation-Web-Research-and-List-Building-Specialist_~013d7530de578f1a51/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;E;y;M;s;B;u;l;f;x;O;R;h;k;I;2;N;v;A;m;P;C;F;+;9",Hourly
Data Scraping Job,5 days ago,"Hello! 

I am in need of a Scraping job.

Here are the types of businesses I'm looking for:

Online Distributor Businesses Selling Legal Alternatives To Anabolic Steroids.

This is my Niche.

I can provide a few examples of businesses I already know of, that help this kind of person/avatar.

I'm looking for:

1) Phone numbers (1st in overall priority), if there is no cell #, then office numbers are the next best option. But please find cell #'s if you are able to.

2) Social Media Accounts (2nd in overall priority), ideally their LinkedIn, Instagram page, and/or Facebook Page (these 3 are listed here in order of importance)

3) Email addresses (3rd in overall priority).

I'm looking to reach higher-level Decision-Makers wherever possible.

I'm looking for anywhere between 200-250 contacts with this project (the more businesses you can find, the better).

Please let me know if you need further clarification and/or have questions.

I look forward to working with you!",/jobs/Data-span-class-highlight-Scraping-span-Job_~018e18ecbce48a4ad2/?referrer_url_path=/nx/search/jobs,,Hourly: $4.00 - $37.00,"D;a;t; ;S;c;r;p;i;n;g;,;M;o;s;f;E;x;e;l;P;y;h",$4.00 - $37.00
Contact Data Mining,5 days ago,We have a list of 60 customer names and addresses in Colorado.  The scope request is to identify contacts (3 positions) with phone numbers and email information.,/jobs/Contact-Data-Mining_~018adfed64103601cb/?referrer_url_path=/nx/search/jobs,,Hourly: $15.00 - $30.00,"D;a;t; ;M;i;n;g;,;G;o;l;e;S;r;c;h;L;s;B;u;d",$15.00 - $30.00
"Email marketing, social media and shopify marketing",5 days ago,"We would like for you to create an email marketing ""poster"" campaign that has interactive buttons for Baumann Living products: steam multifunction oven; indoor smokeless grill and Tylr ice cream maker

Some (majority) of marketing materials will use AI generated video or poster images to explain the email theme. 
Both sites must be promoted in the email and posted in Baumann's social media: Baumann Living website (https://www.baumannliving.us/collections/all )
and to mention the amazon product links

We will provide the email list initially, succeeding emails will have to be harvested with your help.  Further details can be discussed to access our Hubspot account for additional emails.

These will go out on a monthly email marketing schedule.  The monthly marketing email theme will be set on weekly meetings.

We will need to discuss the number of hours to initiate the first batch of email marketing material prior to contract. You will provide the number of hours to produce the email marketing campaign.  We will have to reach a mutual agreement on the hours to move forward.

We are excited to meet you and have heard good things about you.
Zillah",/jobs/span-class-highlight-Email-span-marketing-social-media-and-shopify-marketing_~01cb7fc7ae27279fb3/?referrer_url_path=/nx/search/jobs,,Hourly,"W;e;b; ;S;c;r;a;p;i;n;g;,;D;t;E;m;l;M;k;C;R;o;f;w;x;y;L;d;I;s;N;v;A;G;+;8",Hourly
Building Targeted Email Lists,5 days ago,"Building targeted email lists from current state title agency producers license database. 
States to include:
CO, UT, MT, AZ, MD, and NV",/jobs/Building-Targeted-span-class-highlight-Email-span-Lists_~019e5504a5f17aef95/?referrer_url_path=/nx/search/jobs,$500.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;s;B;u;l;P;E;y",
Lead sourcer LinkedIn emails  everyday work,5 days ago,Create 200 leads per day list. From LinkedIn . Work will be needed everyday  I will provide basic training .,/jobs/Lead-sourcer-LinkedIn-span-class-highlight-emails-span-everyday-work_~01afc6a0134e5bb565/?referrer_url_path=/nx/search/jobs,$5.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;A;l;y;s;N;u;M;k;R;h;B;E;I;+;5",
"Find Trimble's top 100 RTK customers and customers' contact information for CEO, CTO, & partnership.",5 days ago,"Looking for someone to find Trimble's top 100 customers for their RTK network customers. I would also like to have the emails, phone numbers, and LinkedIn profiles of the CEO, CTO, Head of Partnerships, Head of Business Development, and GNSS or RTK Engineer at these companies Trimble is selling to.",/jobs/Find-Trimble-top-100-RTK-customers-and-customers-contact-information-for-CEO-CTO-partnership_~01ab2225d836617399/?referrer_url_path=/nx/search/jobs,,Hourly: $5.00 - $15.00,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;s;B;u;l;P;M;k;R;h;E;y",$5.00 - $15.00
Lead generation for homeowners outside Austin,5 days ago,"Pull the name/email/phone number/address for all Homeowners in Round Rock, Pflugerville, and Hutto. Some would-be-nice optional characteristics would be the value of their home, if they have solar, and their ESID (we'd pay more for these). More on ESIDs here: https://electricityplans.com/texas/esid-lookup/",/jobs/Lead-generation-for-homeowners-outside-Austin_~010c59b53915ff7be6/?referrer_url_path=/nx/search/jobs,$75.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;A;o;m;e;L;d;G;s;B;u;l",
Compile contact list from Google for sales team,5 days ago,"I have a list of 8894 Doctors' names, I need you to Google them, find their 1. Private Hospital, 2. NHS Hospital, 3. Phone number of their secretary, 4. Their email address, 5. Their website if they have one. Training will be provided.",/jobs/Compile-contact-list-from-Google-for-sales-team_~0175313d307d46a3c1/?referrer_url_path=/nx/search/jobs,,Hourly: $3.00 - $3.00,"D;a;t; ;S;c;r;p;i;n;g;,;E;y;L;s;B;u;l;d;e;G;o;M;f;x",$3.00 - $3.00
B2B Booked Meetings: Instantly.ai Cold Email Specialist,5 days ago,"I am looking for a cold email expert. We have an instantly.io instance built out with a few warmed up emails domains. I am looking for someone to help me build, create, and scrape lists based on my target personas and then help me create AB testing email templates. We want these emails to generate meetings for our sales team.

You must have extensive experience with instantly and with list building and scraping.

If you read this full post, please start your message to me with your favorite food. Thanks!",/jobs/B2B-Booked-Meetings-Instantly-Cold-span-class-highlight-Email-span-Specialist_~01757b722c3744ceb4/?referrer_url_path=/nx/search/jobs,,Hourly,"E;m;a;i;l; ;M;r;k;e;t;n;g;,;L;d;G;o;O;u;b;S;s;B;2;P;p;c;h",Hourly
Extract emails and phone numbers from LinkedIn Id,5 days ago,"We will give LinkedIn IDs and want the phone number and emails to be extracted from databases like Apollo, rocket reach, Zoom info or others.",/jobs/Extract-span-class-highlight-emails-span-and-phone-numbers-from-LinkedIn_~01d1d35773ba436d0a/?referrer_url_path=/nx/search/jobs,$100.00,Fixed price,"L;e;a;d; ;G;n;r;t;i;o;,;s;B;u;l;g",
Looking for Lead Generation Skills to Build a List of 500 Property Management Companies,5 days ago,"We Need: List of 500 Leads for Property Management companies located in the state of Florida, USA:

We're targeting companies who have been looking into selling or any kind of acquisition activity, so any companies that are found within ZoomInfo should be at the top of the list. 

Required Info:
❌ NO Franchises!!
✔️ Company name
✔️ Website
✔️ Owner(s) name (must include ALL owners/decision-makers)
✔️ Owner(s) email (must be verified)
✔️ Company address
✔️ Revenue (between $700K - $10M)

Additional Info but not Required: 
• LinkedIn of owner",/jobs/Looking-for-Lead-Generation-Skills-Build-List-500-Property-Management-Companies_~0108197184d414636e/?referrer_url_path=/nx/search/jobs,$90.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;C;l;e;L;d;G;o;s;B;u;m;y;R;h;Z;I;f;T;.",
Generate list of prospects for B2B sales,5 days ago,"We are looking for someone who can provide leads for supermarkets and grocery stores in South Africa. If you also offer email blasting services, that would be great but the priority is lead generation.
We will also require leads for fuel (gas)stations in South Africa as a separate list.",/jobs/Generate-list-prospects-for-B2B-sales_~01fd06bfe1fcd1b60e/?referrer_url_path=/nx/search/jobs,,Hourly: $4.00 - $10.00,"D;a;t; ;S;c;r;p;i;n;g;,;F;o;d;&;B;e;v;R;l;C;s;u;m;G;L;2;M;k;P;O;b;+;3",$4.00 - $10.00
Fill Incomplete Spreadsheets from data within,5 days ago,"We have several spreadsheets we are looking to complete using automation. The spreadsheets all have two 99% complete columns that are the name and website that goes with that row, and several columns that, depending on the source, may or may not already have data.

The goal is to fill and validate the data within these spreadsheets using the names and websites. We are most interested in contact information such as email addresses and/or phone numbers. Along with some tags (which we can discuss as necessary). We are happy to provide examples upon request.

The final spreadsheet has two parts, one that is empty and needs to be filled, and one that has 60K + rows that are already mostly filled in but need some form of validation and cleaning.

Not all columns need to be filled in every spreadsheet, however contact information and tags are the most important as mentioned. Please make sure that you can fill, if not all of the data, at least most of the data for every row.",/jobs/Fill-Incomplete-Spreadsheets-from-data-within_~01d7c6dbedc8c82250/?referrer_url_path=/nx/search/jobs,$300.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;W;e;b;C;w;l;E;x;o",
Lead List Needed of Telehealth Companies,5 days ago,"Looking for someone who can put together a lead list of Telehealth companies, for me

Some examples of telehealth companies are:

https://ro.co/
https://www.forhims.co.uk/

I need details of decision makers and the following data points

- Name
- Email
- LinkedIn profile

If you can deliver this please apply and put the word 'WOLF' at the top of your application",/jobs/Lead-List-Needed-Telehealth-Companies_~01c65048554209e267/?referrer_url_path=/nx/search/jobs,$100.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;s;B;u;l;d;P;o;e;G;E;y;M;k;R;h",
Data Scraper,5 days ago,"I want a targeted list of 10,000 email addresses for individuals with the job title ""Travel Nurse"" in the states of Illinois, Maryland, Delaware, and Georgia in the United States. List should include first name, last name, company name, job title, and any other relevant data.",/jobs/Data-span-class-highlight-Scraper-span_~01b91b38ed3ff05ae5/?referrer_url_path=/nx/search/jobs,$25.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;M;P;y;h;o",
Web Scraping Specialist for Professional Contact Data Scrapping,5 days ago,"We are seeking a highly skilled and efficient Web Scraping Specialist to assist in a data collection project. The goal is to gather and verify comprehensive contact information for case managers and social workers at various VA hospital locations across Massachusetts .

Responsibilities:
Develop and implement efficient web scraping scripts to extract data from specified sources.
Collect and verify the following details for at least 2000 contacts:
-Name
-Phone Number
-Job Title
-Email Address
-VA Hospital Location in MA

Ensure the accuracy, relevancy, and verification of collected data.
Compile all data into a structured format such as CSV or Excel, ensuring it is formatted and cleaned.

Requirements:
-Proven experience in web scraping and data extraction, with a strong emphasis on data accuracy and verification.
-Ability to meet tight deadlines and deliver results efficiently.

Deliverables:
A spreadsheet containing at least 2000 verified contacts, formatted and cleaned, ready for use.Documentation on the sources scraped, verification processes used, and any challenges encountered during the project.

Project Duration:
Please provide an estimated timeframe for project completion with your application.

Application Requirements:
-Portfolio of previous web scraping projects, especially those involving data verification.
-Brief plan of action on how you intend to approach, execute, and verify the data for this project.
-Any references or testimonials from similar projects.

If you are interested in this project and meet the above requirements, please submit your proposal outlining your strategy, expected timeline, and budget. We look forward to your application and potentially working with you to achieve our data collection goals.",/jobs/Web-span-class-highlight-Scraping-span-Specialist-for-Professional-Contact-Data-span-class-highlight-Scrapping-span_~0155c3b9610725f0ae/?referrer_url_path=/nx/search/jobs,$85.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;W;e;b;L;d;G;o;M;l;y;&;f;s",
